"","filecoverage","totalcoverage"
"R/checkClass.R",57.14,9.76
"R/colPercent.R",0,9.76
"R/ds.asCharacter.R",17.65,9.76
"R/ds.asDataMatrix.R",0,9.76
"R/ds.asFactor.R",0,9.76
"R/ds.asInteger.R",0,9.76
"R/ds.asList.R",87.5,9.76
"R/ds.asLogical.R",0,9.76
"R/ds.asMatrix.R",0,9.76
"R/ds.asNumeric.R",0,9.76
"R/ds.assign.R",83.33,9.76
"R/ds.Boole.R",0,9.76
"R/ds.cbind.R",0,9.76
"R/ds.changeRefGroup.R",0,9.76
"R/ds.class.R",100,9.76
"R/ds.colnames.R",0,9.76
"R/ds.contourPlot.R",0,9.76
"R/ds.cor.R",0,9.76
"R/ds.corTest.R",0,9.76
"R/ds.cov.R",0,9.76
"R/ds.c.R",0,9.76
"R/ds.dataframe.R",40.18,9.76
"R/ds.dataFrameSort.R",0,9.76
"R/ds.dataFrameSubset.R",0,9.76
"R/ds.densityGrid.R",0,9.76
"R/ds.dim.R",74.36,9.76
"R/ds.exists.R",85.71,9.76
"R/ds.exp.R",0,9.76
"R/ds.gee.R",0,9.76
"R/ds.glm.R",0,9.76
"R/ds.glmSLMA.R",0,9.76
"R/ds.heatmapPlot.R",0,9.76
"R/ds.histogram.R",0,9.76
"R/ds.isNA.R",83.33,9.76
"R/ds.isValid.R",0,9.76
"R/ds.length.R",34.21,9.76
"R/ds.levels.R",0,9.76
"R/ds.listClientsideFunctions.R",0,9.76
"R/ds.listDisclosureSettings.R",0,9.76
"R/ds.listOpals.R",0,9.76
"R/ds.list.R",90,9.76
"R/ds.listServersideFunctions.R",0,9.76
"R/ds.log.R",0,9.76
"R/ds.look.R",0,9.76
"R/ds.ls.R",0,9.76
"R/ds.make.R",0,9.76
"R/ds.matrixDet.R",0,9.76
"R/ds.matrixDet.report.R",0,9.76
"R/ds.matrixDiag.R",0,9.76
"R/ds.matrixDimnames.R",0,9.76
"R/ds.matrixInvert.R",0,9.76
"R/ds.matrixMult.R",0,9.76
"R/ds.matrix.R",0,9.76
"R/ds.matrixTranspose.R",0,9.76
"R/ds.meanByClass.R",39.13,9.76
"R/ds.mean.R",19.64,9.76
"R/ds.meanSdGp.R",0,9.76
"R/ds.merge.R",0,9.76
"R/ds.message.R",0,9.76
"R/ds.names.R",0,9.76
"R/ds.numNA.R",0,9.76
"R/ds.quantileMean.R",88.89,9.76
"R/ds.rbind.R",0,9.76
"R/ds.rBinom.R",0,9.76
"R/ds.recodeLevels.R",0,9.76
"R/ds.recodeValues.R",0,9.76
"R/ds.replaceNA.R",0,9.76
"R/ds.reShape.R",0,9.76
"R/ds.rm.R",0,9.76
"R/ds.rNorm.R",0,9.76
"R/ds.rowColCalc.R",91.89,9.76
"R/ds.rPois.R",0,9.76
"R/ds.rUnif.R",0,9.76
"R/ds.scatterPlot.R",0,9.76
"R/ds.seq.R",0,9.76
"R/ds.setDefaultOpals.R",0,9.76
"R/ds.setSeed.R",0,9.76
"R/ds.subsetByClass.R",0,9.76
"R/ds.subset.R",31.82,9.76
"R/ds.summary.R",33.33,9.76
"R/ds.table1D.R",98.21,9.76
"R/ds.table2D.R",22.09,9.76
"R/ds.tapply.assign.R",0,9.76
"R/ds.tapply.R",0,9.76
"R/ds.testObjExists.R",0,9.76
"R/ds.unList.R",0,9.76
"R/ds.var.R",0,9.76
"R/ds.vectorCalc.R",0,9.76
"R/extract.R",100,9.76
"R/findLoginObjects.R",33.33,9.76
"R/geeChecks.R",0,9.76
"R/geehelper1.R",0,9.76
"R/geehelper2.R",0,9.76
"R/getOpals.R",54.29,9.76
"R/getPooledMean.R",17.65,9.76
"R/getPooledVar.R",0,9.76
"R/glmChecks.R",0,9.76
"R/isAssigned.R",71.43,9.76
"R/isDefined.R",83.33,9.76
"R/lexisHelper1.R",0,9.76
"R/logical2int.R",0,9.76
"R/meanByClassHelper0a.R",0,9.76
"R/meanByClassHelper0b.R",75,9.76
"R/meanByClassHelper1.R",84.62,9.76
"R/meanByClassHelper2.R",33.93,9.76
"R/meanByClassHelper3.R",0,9.76
"R/meanByClassHelper4.R",78.57,9.76
"R/rowPercent.R",0,9.76
"R/subsetHelper.R",77.78,9.76
