"","filecoverage","totalcoverage"
"R/checkClass.R",57.14,12.26
"R/colPercent.R",100,12.26
"R/ds.asCharacter.R",70.59,12.26
"R/ds.asDataMatrix.R",0,12.26
"R/ds.asFactor.R",0,12.26
"R/ds.asInteger.R",0,12.26
"R/ds.asList.R",87.5,12.26
"R/ds.asLogical.R",0,12.26
"R/ds.asMatrix.R",0,12.26
"R/ds.asNumeric.R",0,12.26
"R/ds.assign.R",83.33,12.26
"R/ds.Boole.R",0,12.26
"R/ds.cbind.R",0,12.26
"R/ds.changeRefGroup.R",0,12.26
"R/ds.class.R",100,12.26
"R/ds.colnames.R",0,12.26
"R/ds.contourPlot.R",0,12.26
"R/ds.cor.R",0,12.26
"R/ds.corTest.R",0,12.26
"R/ds.cov.R",0,12.26
"R/ds.c.R",0,12.26
"R/ds.dataframe.R",49.11,12.26
"R/ds.dataFrameSort.R",0,12.26
"R/ds.dataFrameSubset.R",0,12.26
"R/ds.densityGrid.R",0,12.26
"R/ds.dim.R",74.36,12.26
"R/ds.exists.R",85.71,12.26
"R/ds.exp.R",0,12.26
"R/ds.gee.R",0,12.26
"R/ds.glm.R",0,12.26
"R/ds.glmSLMA.R",0,12.26
"R/ds.heatmapPlot.R",0,12.26
"R/ds.histogram.R",0,12.26
"R/ds.isNA.R",83.33,12.26
"R/ds.isValid.R",0,12.26
"R/ds.length.R",71.05,12.26
"R/ds.levels.R",0,12.26
"R/ds.listClientsideFunctions.R",0,12.26
"R/ds.listDisclosureSettings.R",0,12.26
"R/ds.listOpals.R",0,12.26
"R/ds.list.R",90,12.26
"R/ds.listServersideFunctions.R",0,12.26
"R/ds.log.R",0,12.26
"R/ds.look.R",0,12.26
"R/ds.ls.R",0,12.26
"R/ds.make.R",0,12.26
"R/ds.matrixDet.R",0,12.26
"R/ds.matrixDet.report.R",0,12.26
"R/ds.matrixDiag.R",0,12.26
"R/ds.matrixDimnames.R",0,12.26
"R/ds.matrixInvert.R",0,12.26
"R/ds.matrixMult.R",0,12.26
"R/ds.matrix.R",0,12.26
"R/ds.matrixTranspose.R",0,12.26
"R/ds.meanByClass.R",39.13,12.26
"R/ds.mean.R",48.21,12.26
"R/ds.meanSdGp.R",0,12.26
"R/ds.merge.R",0,12.26
"R/ds.message.R",0,12.26
"R/ds.names.R",72.73,12.26
"R/ds.numNA.R",0,12.26
"R/ds.quantileMean.R",100,12.26
"R/ds.rbind.R",0,12.26
"R/ds.rBinom.R",0,12.26
"R/ds.recodeLevels.R",0,12.26
"R/ds.recodeValues.R",0,12.26
"R/ds.replaceNA.R",0,12.26
"R/ds.reShape.R",0,12.26
"R/ds.rm.R",0,12.26
"R/ds.rNorm.R",0,12.26
"R/ds.rowColCalc.R",91.89,12.26
"R/ds.rPois.R",0,12.26
"R/ds.rUnif.R",0,12.26
"R/ds.scatterPlot.R",0,12.26
"R/ds.seq.R",0,12.26
"R/ds.setDefaultOpals.R",0,12.26
"R/ds.setSeed.R",0,12.26
"R/ds.subsetByClass.R",0,12.26
"R/ds.subset.R",31.82,12.26
"R/ds.summary.R",50,12.26
"R/ds.table1D.R",23.21,12.26
"R/ds.table2D.R",80.23,12.26
"R/ds.tapply.assign.R",0,12.26
"R/ds.tapply.R",0,12.26
"R/ds.testObjExists.R",0,12.26
"R/ds.unList.R",0,12.26
"R/ds.var.R",0,12.26
"R/ds.vectorCalc.R",0,12.26
"R/extract.R",100,12.26
"R/findLoginObjects.R",33.33,12.26
"R/geeChecks.R",0,12.26
"R/geehelper1.R",0,12.26
"R/geehelper2.R",0,12.26
"R/getOpals.R",54.29,12.26
"R/getPooledMean.R",88.24,12.26
"R/getPooledVar.R",0,12.26
"R/glmChecks.R",0,12.26
"R/isAssigned.R",71.43,12.26
"R/isDefined.R",94.44,12.26
"R/lexisHelper1.R",0,12.26
"R/logical2int.R",0,12.26
"R/meanByClassHelper0a.R",0,12.26
"R/meanByClassHelper0b.R",75,12.26
"R/meanByClassHelper1.R",84.62,12.26
"R/meanByClassHelper2.R",33.93,12.26
"R/meanByClassHelper3.R",0,12.26
"R/meanByClassHelper4.R",78.57,12.26
"R/rowPercent.R",100,12.26
"R/subsetHelper.R",77.78,12.26
